s,kernel_g0.2,kernel_g0.4,kernel_g0.6,kernel_g0.8,kernel_g0.95
7.648430717863e-01,9.062475663932e-01,7.475156648455e-01,5.294973826403e-01,2.699290475052e-01,6.625801568327e-02
7.665108514190e-01,9.058528587710e-01,7.468646597816e-01,5.288058310800e-01,2.694590943891e-01,6.612105180977e-02
7.681786310518e-01,9.054591803750e-01,7.462156347489e-01,5.281166828296e-01,2.689909782252e-01,6.598466781968e-02
7.698464106845e-01,9.050665262956e-01,7.455685794461e-01,5.274299243465e-01,2.685246878685e-01,6.584886000686e-02
7.715141903172e-01,9.046748916572e-01,7.449234836472e-01,5.267455421933e-01,2.680602122654e-01,6.571362469684e-02
7.731819699499e-01,9.042842716179e-01,7.442803372018e-01,5.260635230372e-01,2.675975404530e-01,6.557895824644e-02
7.748497495826e-01,9.038946613691e-01,7.436391300333e-01,5.253838536486e-01,2.671366615581e-01,6.544485704346e-02
7.765175292154e-01,9.035060561354e-01,7.429998521390e-01,5.247065209003e-01,2.666775647961e-01,6.531131750634e-02
7.781853088481e-01,9.031184511741e-01,7.423624935892e-01,5.240315117664e-01,2.662202394706e-01,6.517833608386e-02
7.798530884808e-01,9.027318417750e-01,7.417270445263e-01,5.233588133213e-01,2.657646749716e-01,6.504590925478e-02
7.815208681135e-01,9.023462232602e-01,7.410934951643e-01,5.226884127389e-01,2.653108607758e-01,6.491403352755e-02
7.831886477462e-01,9.019615909834e-01,7.404618357881e-01,5.220202972913e-01,2.648587864445e-01,6.478270544001e-02
7.848564273790e-01,9.015779403303e-01,7.398320567529e-01,5.213544543480e-01,2.644084416236e-01,6.465192155902e-02
7.865242070117e-01,9.011952667177e-01,7.392041484834e-01,5.206908713751e-01,2.639598160425e-01,6.452167848024e-02
7.881919866444e-01,9.008135655934e-01,7.385781014733e-01,5.200295359341e-01,2.635128995130e-01,6.439197282776e-02
7.898597662771e-01,9.004328324363e-01,7.379539062844e-01,5.193704356811e-01,2.630676819288e-01,6.426280125382e-02
7.915275459098e-01,9.000530627555e-01,7.373315535465e-01,5.187135583659e-01,2.626241532646e-01,6.413416043856e-02
7.931953255426e-01,8.996742520905e-01,7.367110339562e-01,5.180588918311e-01,2.621823035749e-01,6.400604708966e-02
7.948631051753e-01,8.992963960107e-01,7.360923382764e-01,5.174064240112e-01,2.617421229939e-01,6.387845794210e-02
7.965308848080e-01,8.989194901153e-01,7.354754573361e-01,5.167561429314e-01,2.613036017341e-01,6.375138975786e-02
7.981986644407e-01,8.985435300327e-01,7.348603820292e-01,5.161080367074e-01,2.608667300858e-01,6.362483932566e-02
7.998664440735e-01,8.981685114209e-01,7.342471033145e-01,5.154620935439e-01,2.604314984162e-01,6.349880346065e-02
8.015342237062e-01,8.977944299665e-01,7.336356122145e-01,5.148183017342e-01,2.599978971686e-01,6.337327900417e-02
8.032020033389e-01,8.974212813849e-01,7.330258998153e-01,5.141766496588e-01,2.595659168620e-01,6.324826282347e-02
8.048697829716e-01,8.970490614200e-01,7.324179572658e-01,5.135371257852e-01,2.591355480898e-01,6.312375181143e-02
8.065375626043e-01,8.966777658438e-01,7.318117757772e-01,5.128997186668e-01,2.587067815194e-01,6.299974288632e-02
8.082053422371e-01,8.963073904562e-01,7.312073466223e-01,5.122644169418e-01,2.582796078915e-01,6.287623299153e-02
8.098731218698e-01,8.959379310849e-01,7.306046611351e-01,5.116312093330e-01,2.578540180191e-01,6.275321909531e-02
8.115409015025e-01,8.955693835850e-01,7.300037107102e-01,5.110000846464e-01,2.574300027871e-01,6.263069819052e-02
8.132086811352e-01,8.952017438389e-01,7.294044868023e-01,5.103710317709e-01,2.570075531515e-01,6.250866729440e-02
8.148764607679e-01,8.948350077559e-01,7.288069809255e-01,5.097440396771e-01,2.565866601383e-01,6.238712344827e-02
8.165442404007e-01,8.944691712721e-01,7.282111846528e-01,5.091190974168e-01,2.561673148437e-01,6.226606371737e-02
8.182120200334e-01,8.941042303502e-01,7.276170896159e-01,5.084961941223e-01,2.557495084324e-01,6.214548519051e-02
8.198797996661e-01,8.937401809790e-01,7.270246875042e-01,5.078753190052e-01,2.553332321376e-01,6.202538497995e-02
8.215475792988e-01,8.933770191735e-01,7.264339700646e-01,5.072564613564e-01,2.549184772604e-01,6.190576022108e-02
8.232153589316e-01,8.930147409747e-01,7.258449291006e-01,5.066396105447e-01,2.545052351683e-01,6.178660807220e-02
8.248831385643e-01,8.926533424489e-01,7.252575564726e-01,5.060247560162e-01,2.540934972958e-01,6.166792571434e-02
8.265509181970e-01,8.922928196882e-01,7.246718440964e-01,5.054118872939e-01,2.536832551425e-01,6.154971035097e-02
8.282186978297e-01,8.919331688097e-01,7.240877839435e-01,5.048009939767e-01,2.532745002734e-01,6.143195920782e-02
8.298864774624e-01,8.915743859554e-01,7.235053680400e-01,5.041920657388e-01,2.528672243179e-01,6.131466953264e-02
8.315542570952e-01,8.912164672922e-01,7.229245884667e-01,5.035850923290e-01,2.524614189691e-01,6.119783859498e-02
8.332220367279e-01,8.908594090117e-01,7.223454373581e-01,5.029800635699e-01,2.520570759833e-01,6.108146368600e-02
8.348898163606e-01,8.905032073295e-01,7.217679069024e-01,5.023769693574e-01,2.516541871796e-01,6.096554211820e-02
8.365575959933e-01,8.901478584858e-01,7.211919893404e-01,5.017757996599e-01,2.512527444388e-01,6.085007122528e-02
8.382253756260e-01,8.897933587444e-01,7.206176769658e-01,5.011765445178e-01,2.508527397032e-01,6.073504836186e-02
8.398931552588e-01,8.894397043931e-01,7.200449621242e-01,5.005791940426e-01,2.504541649761e-01,6.062047090335e-02
8.415609348915e-01,8.890868917431e-01,7.194738372128e-01,4.999837384164e-01,2.500570123207e-01,6.050633624567e-02
8.432287145242e-01,8.887349171290e-01,7.189042946799e-01,4.993901678913e-01,2.496612738601e-01,6.039264180511e-02
8.448964941569e-01,8.883837769087e-01,7.183363270247e-01,4.987984727886e-01,2.492669417765e-01,6.027938501810e-02
8.465642737896e-01,8.880334674629e-01,7.177699267964e-01,4.982086434984e-01,2.488740083105e-01,6.016656334101e-02
8.482320534224e-01,8.876839851952e-01,7.172050865944e-01,4.976206704786e-01,2.484824657608e-01,6.005417424998e-02
8.498998330551e-01,8.873353265317e-01,7.166417990671e-01,4.970345442549e-01,2.480923064834e-01,5.994221524070e-02
8.515676126878e-01,8.869874879211e-01,7.160800569123e-01,4.964502554195e-01,2.477035228914e-01,5.983068382825e-02
8.532353923205e-01,8.866404658342e-01,7.155198528759e-01,4.958677946309e-01,2.473161074541e-01,5.971957754688e-02
8.549031719533e-01,8.862942567637e-01,7.149611797523e-01,4.952871526135e-01,2.469300526967e-01,5.960889394986e-02
8.565709515860e-01,8.859488572245e-01,7.144040303835e-01,4.947083201563e-01,2.465453511998e-01,5.949863060926e-02
8.582387312187e-01,8.856042637531e-01,7.138483976589e-01,4.941312881132e-01,2.461619955986e-01,5.938878511580e-02
8.599065108514e-01,8.852604729072e-01,7.132942745146e-01,4.935560474016e-01,2.457799785827e-01,5.927935507865e-02
8.615742904841e-01,8.849174812662e-01,7.127416539335e-01,4.929825890025e-01,2.453992928955e-01,5.917033812528e-02
8.632420701169e-01,8.845752854305e-01,7.121905289444e-01,4.924109039594e-01,2.450199313337e-01,5.906173190123e-02
8.649098497496e-01,8.842338820216e-01,7.116408926220e-01,4.918409833783e-01,2.446418867468e-01,5.895353407001e-02
8.665776293823e-01,8.838932676817e-01,7.110927380862e-01,4.912728184267e-01,2.442651520365e-01,5.884574231287e-02
8.682454090150e-01,8.835534390737e-01,7.105460585019e-01,4.907064003330e-01,2.438897201563e-01,5.873835432868e-02
8.699131886477e-01,8.832143928810e-01,7.100008470787e-01,4.901417203865e-01,2.435155841113e-01,5.863136783370e-02
8.715809682805e-01,8.828761258074e-01,7.094570970701e-01,4.895787699364e-01,2.431427369573e-01,5.852478056148e-02
8.732487479132e-01,8.825386345767e-01,7.089148017739e-01,4.890175403913e-01,2.427711718003e-01,5.841859026267e-02
8.749165275459e-01,8.822019159328e-01,7.083739545309e-01,4.884580232189e-01,2.424008817967e-01,5.831279470483e-02
8.765843071786e-01,8.818659666394e-01,7.078345487252e-01,4.879002099454e-01,2.420318601520e-01,5.820739167234e-02
8.782520868114e-01,8.815307834799e-01,7.072965777838e-01,4.873440921547e-01,2.416641001210e-01,5.810237896616e-02
8.799198664441e-01,8.811963632573e-01,7.067600351758e-01,4.867896614884e-01,2.412975950069e-01,5.799775440373e-02
8.815876460768e-01,8.808627027939e-01,7.062249144125e-01,4.862369096451e-01,2.409323381611e-01,5.789351581881e-02
8.832554257095e-01,8.805297989311e-01,7.056912090468e-01,4.856858283795e-01,2.405683229827e-01,5.778966106130e-02
8.849232053422e-01,8.801976485295e-01,7.051589126730e-01,4.851364095026e-01,2.402055429183e-01,5.768618799713e-02
8.865909849750e-01,8.798662484687e-01,7.046280189263e-01,4.845886448808e-01,2.398439914611e-01,5.758309450806e-02
8.882587646077e-01,8.795355956468e-01,7.040985214827e-01,4.840425264354e-01,2.394836621507e-01,5.748037849157e-02
8.899265442404e-01,8.792056869808e-01,7.035704140583e-01,4.834980461423e-01,2.391245485730e-01,5.737803786073e-02
8.915943238731e-01,8.788765194059e-01,7.030436904095e-01,4.829551960314e-01,2.387666443592e-01,5.727607054399e-02
8.932621035058e-01,8.785480898759e-01,7.025183443321e-01,4.824139681863e-01,2.384099431859e-01,5.717447448510e-02
8.949298831386e-01,8.782203953625e-01,7.019943696613e-01,4.818743547436e-01,2.380544387744e-01,5.707324764295e-02
8.965976627713e-01,8.778934328556e-01,7.014717602714e-01,4.813363478927e-01,2.377001248903e-01,5.697238799142e-02
8.982654424040e-01,8.775671993630e-01,7.009505100751e-01,4.807999398751e-01,2.373469953435e-01,5.687189351925e-02
8.999332220367e-01,8.772416919103e-01,7.004306130239e-01,4.802651229841e-01,2.369950439870e-01,5.677176222992e-02
9.016010016694e-01,8.769169075406e-01,6.999120631072e-01,4.797318895645e-01,2.366442647176e-01,5.667199214146e-02
9.032687813022e-01,8.765928433144e-01,6.993948543519e-01,4.792002320119e-01,2.362946514745e-01,5.657258128639e-02
9.049365609349e-01,8.762694963099e-01,6.988789808226e-01,4.786701427722e-01,2.359461982395e-01,5.647352771156e-02
9.066043405676e-01,8.759468636222e-01,6.983644366211e-01,4.781416143416e-01,2.355988990365e-01,5.637482947797e-02
9.082721202003e-01,8.756249423636e-01,6.978512158859e-01,4.776146392658e-01,2.352527479311e-01,5.627648466073e-02
9.099398998331e-01,8.753037296632e-01,6.973393127921e-01,4.770892101397e-01,2.349077390301e-01,5.617849134886e-02
9.116076794658e-01,8.749832226672e-01,6.968287215510e-01,4.765653196071e-01,2.345638664815e-01,5.608084764519e-02
9.132754590985e-01,8.746634185383e-01,6.963194364100e-01,4.760429603601e-01,2.342211244738e-01,5.598355166626e-02
9.149432387312e-01,8.743443144557e-01,6.958114516519e-01,4.755221251386e-01,2.338795072358e-01,5.588660154214e-02
9.166110183639e-01,8.740259076153e-01,6.953047615952e-01,4.750028067304e-01,2.335390090361e-01,5.578999541636e-02
9.182787979967e-01,8.737081952290e-01,6.947993605934e-01,4.744849979703e-01,2.331996241830e-01,5.569373144576e-02
9.199465776294e-01,8.733911745251e-01,6.942952430347e-01,4.739686917399e-01,2.328613470240e-01,5.559780780039e-02
9.216143572621e-01,8.730748427478e-01,6.937924033419e-01,4.734538809670e-01,2.325241719453e-01,5.550222266337e-02
9.232821368948e-01,8.727591971575e-01,6.932908359722e-01,4.729405586259e-01,2.321880933720e-01,5.540697423078e-02
9.249499165275e-01,8.724442350301e-01,6.927905354167e-01,4.724287177359e-01,2.318531057670e-01,5.531206071158e-02
9.266176961603e-01,8.721299536573e-01,6.922914962003e-01,4.719183513621e-01,2.315192036314e-01,5.521748032742e-02
9.282854757930e-01,8.718163503466e-01,6.917937128811e-01,4.714094526141e-01,2.311863815036e-01,5.512323131259e-02
9.299532554257e-01,8.715034224207e-01,6.912971800507e-01,4.709020146461e-01,2.308546339593e-01,5.502931191391e-02
9.316210350584e-01,8.711911672178e-01,6.908018923337e-01,4.703960306566e-01,2.305239556114e-01,5.493572039056e-02
9.332888146912e-01,8.708795820912e-01,6.903078443869e-01,4.698914938877e-01,2.301943411089e-01,5.484245501403e-02
9.349565943239e-01,8.705686644095e-01,6.898150309001e-01,4.693883976249e-01,2.298657851373e-01,5.474951406799e-02
9.366243739566e-01,8.702584115560e-01,6.893234465949e-01,4.688867351968e-01,2.295382824183e-01,5.465689584818e-02
9.382921535893e-01,8.699488209293e-01,6.888330862249e-01,4.683864999748e-01,2.292118277088e-01,5.456459866230e-02
9.399599332220e-01,8.696398899425e-01,6.883439445754e-01,4.678876853725e-01,2.288864158014e-01,5.447262082992e-02
9.416277128548e-01,8.693316160235e-01,6.878560164632e-01,4.673902848455e-01,2.285620415237e-01,5.438096068236e-02
9.432954924875e-01,8.690239966145e-01,6.873692967360e-01,4.668942918913e-01,2.282386997380e-01,5.428961656260e-02
9.449632721202e-01,8.687170291726e-01,6.868837802728e-01,4.663997000485e-01,2.279163853409e-01,5.419858682516e-02
9.466310517529e-01,8.684107111689e-01,6.863994619830e-01,4.659065028968e-01,2.275950932635e-01,5.410786983603e-02
9.482988313856e-01,8.681050400889e-01,6.859163368065e-01,4.654146940564e-01,2.272748184706e-01,5.401746397253e-02
9.499666110184e-01,8.678000134321e-01,6.854343997137e-01,4.649242671882e-01,2.269555559606e-01,5.392736762326e-02
9.516343906511e-01,8.674956287123e-01,6.849536457045e-01,4.644352159928e-01,2.266373007653e-01,5.383757918796e-02
9.533021702838e-01,8.671918834568e-01,6.844740698090e-01,4.639475342105e-01,2.263200479494e-01,5.374809707742e-02
9.549699499165e-01,8.668887752072e-01,6.839956670867e-01,4.634612156211e-01,2.260037926104e-01,5.365891971341e-02
9.566377295492e-01,8.665863015185e-01,6.835184326262e-01,4.629762540433e-01,2.256885298783e-01,5.357004552857e-02
9.583055091820e-01,8.662844599594e-01,6.830423615453e-01,4.624926433348e-01,2.253742549155e-01,5.348147296629e-02
9.599732888147e-01,8.659832481122e-01,6.825674489909e-01,4.620103773914e-01,2.250609629160e-01,5.339320048067e-02
9.616410684474e-01,8.656826635726e-01,6.820936901381e-01,4.615294501472e-01,2.247486491057e-01,5.330522653640e-02
9.633088480801e-01,8.653827039496e-01,6.816210801907e-01,4.610498555743e-01,2.244373087418e-01,5.321754960864e-02
9.649766277129e-01,8.650833668654e-01,6.811496143807e-01,4.605715876819e-01,2.241269371128e-01,5.313016818299e-02
9.666444073456e-01,8.647846499555e-01,6.806792879679e-01,4.600946405167e-01,2.238175295380e-01,5.304308075537e-02
9.683121869783e-01,8.644865508681e-01,6.802100962401e-01,4.596190081623e-01,2.235090813673e-01,5.295628583191e-02
9.699799666110e-01,8.641890672648e-01,6.797420345124e-01,4.591446847389e-01,2.232015879811e-01,5.286978192891e-02
9.716477462437e-01,8.638921968198e-01,6.792750981275e-01,4.586716644031e-01,2.228950447898e-01,5.278356757272e-02
9.733155258765e-01,8.635959372199e-01,6.788092824552e-01,4.581999413475e-01,2.225894472338e-01,5.269764129967e-02
9.749833055092e-01,8.633002861649e-01,6.783445828921e-01,4.577295098004e-01,2.222847907831e-01,5.261200165597e-02
9.766510851419e-01,8.630052413671e-01,6.778809948616e-01,4.572603640257e-01,2.219810709372e-01,5.252664719765e-02
9.783188647746e-01,8.627108005511e-01,6.774185138137e-01,4.567924983225e-01,2.216782832245e-01,5.244157649044e-02
9.799866444073e-01,8.624169614540e-01,6.769571352248e-01,4.563259070250e-01,2.213764232026e-01,5.235678810974e-02
9.816544240401e-01,8.621237218253e-01,6.764968545973e-01,4.558605845016e-01,2.210754864576e-01,5.227228064050e-02
9.833222036728e-01,8.618310794266e-01,6.760376674596e-01,4.553965251556e-01,2.207754686042e-01,5.218805267714e-02
9.849899833055e-01,8.615390320318e-01,6.755795693658e-01,4.549337234242e-01,2.204763652853e-01,5.210410282351e-02
9.866577629382e-01,8.612475774267e-01,6.751225558957e-01,4.544721737785e-01,2.201781721716e-01,5.202042969274e-02
9.883255425710e-01,8.609567134091e-01,6.746666226544e-01,4.540118707230e-01,2.198808849617e-01,5.193703190723e-02
9.899933222037e-01,8.606664377886e-01,6.742117652722e-01,4.535528087960e-01,2.195844993819e-01,5.185390809856e-02
9.916611018364e-01,8.603767483868e-01,6.737579794043e-01,4.530949825684e-01,2.192890111855e-01,5.177105690737e-02
9.933288814691e-01,8.600876430368e-01,6.733052607309e-01,4.526383866441e-01,2.189944161532e-01,5.168847698334e-02
9.949966611018e-01,8.597991195835e-01,6.728536049567e-01,4.521830156598e-01,2.187007100923e-01,5.160616698508e-02
9.966644407346e-01,8.595111758833e-01,6.724030078108e-01,4.517288642842e-01,2.184078888370e-01,5.152412558006e-02
9.983322203673e-01,8.592238098039e-01,6.719534650468e-01,4.512759272181e-01,2.181159482479e-01,5.144235144457e-02
1.000000000000e+00,8.589370192247e-01,6.715049724421e-01,4.508241991944e-01,2.178248842117e-01,5.136084326358e-02
